Index,Series,Name,Code,year10,year11,year12,year13,year14,year15,year16,year17,year18,year19
934,Rural population,Guatemala,GTM,7357571.0,7449392.0,7538790.0,7625644.0,7709179.0,7788224.0,7863355.0,7934315.0,8001178.0,8063081.0
935,Rural population,Guinea,GIN,6759650.0,6881046.0,7003178.0,7129896.0,7266418.0,7414743.0,7575985.0,7748190.0,7927767.0,8109741.0
936,Rural population,Guinea-Bissau,GNB,911872.0,929858.0,948415.0,967363.0,986435.0,1005443.0,1024311.0,1043049.0,1061606.0,1079997.0
937,Rural population,Guyana,GUY,549827.0,553493.0,555966.0,558831.0,561734.0,564516.0,567091.0,569491.0,571744.0,573860.0
938,Rural population,Haiti,HTI,5222497.0,5202473.0,5179073.0,5152493.0,5122176.0,5088189.0,5051862.0,5013890.0,4974510.0,4934130.0
939,Rural population,Honduras,HND,4001949.0,4024672.0,4043671.0,4059815.0,4073535.0,4085771.0,4096486.0,4105676.0,4113431.0,4119683.0
940,Rural population,Hungary,HUN,3108907.0,3055537.0,3008052.0,2972574.0,2937544.0,2903693.0,2867756.0,2832442.0,2800601.0,2770705.0
941,Rural population,Iceland,ISL,20437.0,20458.0,20526.0,20614.0,20733.0,20841.0,21015.0,21384.0,21823.0,22157.0
942,Rural population,India,IND,852517999.0,859247883.0,865363321.0,870934216.0,876033415.0,880723742.0,885015936.0,888881381.0,892338114.0,895386227.0
943,Rural population,Indonesia,IDN,121125090.0,121099554.0,121055613.0,120979863.0,120841413.0,120631391.0,120344709.0,119995396.0,119581818.0,119115843.0
944,Rural population,Iran,IRN,21667002.0,21494868.0,21336239.0,21189328.0,21047449.0,20911894.0,20782114.0,20657356.0,20533487.0,20404280.0
945,Rural population,Iraq,IRQ,9189379.0,9442501.0,9748139.0,10081404.0,10406862.0,10699783.0,10948776.0,11161440.0,11348290.0,11526416.0
946,Rural population,Ireland,IRL,1753744.0,1752249.0,1750490.0,1750530.0,1754105.0,1761447.0,1771980.0,1781281.0,1792632.0,1805722.0
947,Rural population,Israel,ISR,623153.0,629651.0,636004.0,642262.0,648712.0,655408.0,661802.0,667787.0,673494.0,678959.0
948,Rural population,Italy,ITA,18774936.0,18737779.0,18645458.0,18685173.0,18679287.0,18483353.0,18276159.0,18073840.0,17861881.0,17479118.0
949,Rural population,Jamaica,JAM,1300036.0,1301907.0,1303627.0,1305001.0,1305772.0,1305789.0,1304961.0,1303341.0,1300903.0,1297684.0
950,Rural population,Japan,JPN,11767072.0,11416765.0,11297719.0,11182024.0,11067921.0,10958283.0,10849141.0,10732418.0,10608200.0,10482515.0
951,Rural population,Jordan,JOR,1010226.0,982991.0,955829.0,926440.0,891882.0,902935.0,907084.0,905484.0,898972.0,888646.0
952,Rural population,Kazakhstan,KAZ,7046642.0,7136154.0,7225133.0,7317451.0,7413562.0,7509900.0,7604467.0,7695637.0,7780651.0,7860906.0
953,Rural population,Kenya,KEN,32123631.0,32828870.0,33534305.0,34233761.0,34921840.0,35593715.0,36246629.0,36881405.0,37501158.0,38112446.0
954,Rural population,Kiribati,KIR,54151.0,54216.0,54156.0,54022.0,53848.0,53668.0,53508.0,53353.0,53221.0,53118.0
955,Rural population,"Korea, Rep.",KOR,8951455.0,9027046.0,9110771.0,9188649.0,9283086.0,9369405.0,9443539.0,9500413.0,9568386.0,9602379.0
956,Rural population,Kuwait,KWT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,Rural population,Kyrgyz Republic,KGZ,3524464.0,3565079.0,3620962.0,3688170.0,3756020.0,3825700.0,3894285.0,3958480.0,4024399.0,4093812.0
958,Rural population,Lao PDR,LAO,4370418.0,4401401.0,4429710.0,4456458.0,4482703.0,4509297.0,4536333.0,4563413.0,4589691.0,4613903.0
959,Rural population,Latvia,LVA,674553.0,661805.0,653077.0,645557.0,638967.0,633204.0,626640.0,620063.0,613959.0,608174.0
960,Rural population,Lebanon,LBN,627355.0,651085.0,684671.0,721979.0,754644.0,776997.0,787854.0,789070.0,782453.0,770719.0
961,Rural population,Lesotho,LSO,1500712.0,1496633.0,1497055.0,1499062.0,1501893.0,1504972.0,1508202.0,1511550.0,1514770.0,1517759.0
962,Rural population,Liberia,LBR,2030782.0,2081318.0,2126433.0,2167289.0,2206042.0,2244165.0,2281744.0,2318337.0,2354022.0,2388948.0
963,Rural population,Lithuania,LTU,1029629.0,1007121.0,990028.0,976451.0,964514.0,951939.0,936019.0,918778.0,905487.0,898175.0
964,Rural population,Luxembourg,LUX,58061.0,57505.0,57082.0,56651.0,56277.0,55941.0,55524.0,55298.0,54831.0,54417.0
965,Rural population,Madagascar,MDG,14396229.0,14659785.0,14921523.0,15182444.0,15443362.0,15705380.0,15968245.0,16231649.0,16495096.0,16758457.0
966,Rural population,Malawi,MWI,12279572.0,12617255.0,12961593.0,13310386.0,13661720.0,14013643.0,14365354.0,14716797.0,15070299.0,15429448.0
967,Rural population,Malaysia,MYS,8205151.0,8134295.0,8059155.0,7977237.0,7891653.0,7805974.0,7720258.0,7637126.0,7555378.0,7474014.0
968,Rural population,Maldives,MDV,232480.0,240285.0,249195.0,258976.0,269250.0,279640.0,290277.0,300916.0,310413.0,317311.0
969,Rural population,Mali,MLI,9631736.0,9805378.0,9971363.0,10133439.0,10296679.0,10464833.0,10638599.0,10816442.0,10997181.0,11178338.0
970,Rural population,Malta,MLT,24572.0,24389.0,24315.0,24370.0,24566.0,24861.0,25136.0,25525.0,26112.0,26826.0
971,Rural population,Mauritania,MRT,1866322.0,1889541.0,1912582.0,1935242.0,1957467.0,1979088.0,2000078.0,2020351.0,2039966.0,2058876.0
973,Rural population,Mexico,MEX,25311523.0,25324581.0,25325354.0,25311373.0,25283004.0,25242937.0,25188376.0,25121419.0,25041299.0,24948670.0
974,Rural population,"Micronesia, Fed. Sts.",FSM,79968.0,80374.0,81176.0,82243.0,83378.0,84435.0,85388.0,86262.0,87067.0,87848.0
975,Rural population,Moldova,MDA,1641921.0,1641859.0,1642530.0,1642976.0,1642861.0,1630138.0,1610940.0,1582645.0,1553729.0,1526337.0
976,Rural population,Mongolia,MNG,882146.0,887539.0,903056.0,919375.0,936043.0,952602.0,968957.0,985109.0,1000361.0,1014540.0
977,Rural population,Morocco,MAR,13578399.0,13577919.0,13581975.0,13587429.0,13589411.0,13585015.0,13572792.0,13553612.0,13527842.0,13496742.0
978,Rural population,Mozambique,MOZ,16041469.0,16366230.0,16696279.0,17033685.0,17380956.0,17739553.0,18110049.0,18491502.0,18880985.0,19273935.0
979,Rural population,Myanmar,MMR,35984778.0,36165092.0,36366969.0,36578284.0,36779554.0,36951313.0,37088142.0,37195873.0,37284851.0,37371328.0
980,Rural population,Namibia,NAM,1237085.0,1237147.0,1235813.0,1233878.0,1231606.0,1229212.0,1227103.0,1225218.0,1223367.0,1221269.0
981,Rural population,Nepal,NPL,22483632.0,22415008.0,22277392.0,22121568.0,22013936.0,22001853.0,22099191.0,22289627.0,22549618.0,22843201.0
982,Rural population,Netherlands,NLD,2137737.0,2023367.0,1912076.0,1817063.0,1738782.0,1664686.0,1594889.0,1528626.0,1466411.0,1409098.0
983,Rural population,New Zealand,NZL,602137.0,609376.0,610037.0,612077.0,619619.0,629598.0,641118.0,651473.0,659719.0,666479.0
984,Rural population,Nicaragua,NIC,2509179.0,2531635.0,2554002.0,2576243.0,2598376.0,2620293.0,2641994.0,2662543.0,2681761.0,2699365.0
985,Rural population,Niger,NER,13793396.0,14339439.0,14910250.0,15505112.0,16119617.0,16751993.0,17402295.0,18070398.0,18756596.0,19460488.0
986,Rural population,Nigeria,NGA,89586010.0,90574978.0,91564459.0,92550859.0,93526366.0,94484919.0,95429218.0,96354724.0,97263534.0,98156653.0
987,Rural population,North Macedonia,MKD,881823.0,883278.0,883673.0,883633.0,883141.0,881751.0,879503.0,876519.0,872779.0,867892.0
988,Rural population,Norway,NOR,1021756.0,1017612.0,1010038.0,1001397.0,991897.0,981114.0,969171.0,956662.0,942971.0,929678.0
989,Rural population,Oman,OMN,755462.0,774315.0,784818.0,795052.0,799611.0,795859.0,783863.0,767078.0,746685.0,724210.0
990,Rural population,Pakistan,PAK,116631401.0,118800762.0,120967978.0,123147091.0,125348710.0,127581399.0,129847570.0,132141029.0,134412664.0,136637555.0
991,Rural population,Panama,PAN,1269842.0,1281070.0,1291782.0,1302058.0,1311972.0,1321666.0,1331144.0,1340242.0,1348752.0,1356355.0
992,Rural population,Papua New Guinea,PNG,6358756.0,6500811.0,6640346.0,6777611.0,6914611.0,7052789.0,7192301.0,7332486.0,7472957.0,7613283.0
993,Rural population,Paraguay,PRY,2545380.0,2559942.0,2574576.0,2591284.0,2608528.0,2625333.0,2641610.0,2657551.0,2672174.0,2685487.0
994,Rural population,Peru,PER,6841824.0,6842875.0,6844395.0,6851292.0,6868729.0,6899489.0,6946297.0,7005790.0,7067388.0,7120116.0
995,Rural population,Philippines,PHL,51369761.0,52064651.0,52774797.0,53486547.0,54183617.0,54851130.0,55486055.0,56076098.0,56624425.0,57140716.0
996,Rural population,Poland,POL,14877776.0,14928409.0,14976333.0,15014846.0,15051507.0,15088963.0,15120448.0,15150057.0,15167875.0,15172143.0
997,Rural population,Portugal,PRT,4169291.0,4099817.0,4020561.0,3936962.0,3855050.0,3779248.0,3708283.0,3640950.0,3577639.0,3521605.0
998,Rural population,Qatar,QAT,27826.0,28461.0,28615.0,28389.0,27838.0,27068.0,26146.0,25122.0,24062.0,22996.0
999,Rural population,Romania,ROU,9348183.0,9275922.0,9231911.0,9205089.0,9178039.0,9137575.0,9082745.0,9023346.0,8958416.0,8894686.0
1000,Rural population,Russian Federation,RUS,37587981.0,37552971.0,37531739.0,37508423.0,37465023.0,37393138.0,37292302.0,37147222.0,36938654.0,36697963.0
1001,Rural population,Rwanda,RWA,8339277.0,8549848.0,8762238.0,8979307.0,9203070.0,9435870.0,9678594.0,9929221.0,10184677.0,10440836.0
1002,Rural population,Samoa,WSM,148610.0,150243.0,151982.0,153742.0,155412.0,156910.0,158198.0,159311.0,160348.0,161506.0
1003,Rural population,Sao Tome and Principe,STP,63217.0,62619.0,61869.0,61065.0,60258.0,59485.0,58747.0,58050.0,57394.0,56777.0
1004,Rural population,Saudi Arabia,SAU,4912830.0,5002798.0,5096278.0,5186985.0,5268189.0,5334913.0,5385287.0,5421312.0,5445017.0,5460690.0
1005,Rural population,Senegal,SEN,7128539.0,7274432.0,7424300.0,7577717.0,7734305.0,7892481.0,8052117.0,8212348.0,8372351.0,8530657.0
1006,Rural population,Serbia,SRB,3281657.0,3239791.0,3213956.0,3190260.0,3167188.0,3143538.0,3119072.0,3093250.0,3065922.0,3037846.0
1007,Rural population,Seychelles,SYC,41890.0,40468.0,40513.0,40894.0,41140.0,41665.0,41818.0,41921.0,41907.0,41863.0
1008,Rural population,Sierra Leone,SLE,3922776.0,3987298.0,4051583.0,4115914.0,4179978.0,4243690.0,4307309.0,4370546.0,4432879.0,4493844.0
1009,Rural population,Singapore,SGP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,Rural population,Slovak Republic,SVK,2443126.0,2460583.0,2472345.0,2482582.0,2492579.0,2500969.0,2508703.0,2515590.0,2520439.0,2523688.0
1011,Rural population,Slovenia,SVN,969840.0,967238.0,964643.0,961339.0,957645.0,953743.0,949506.0,944897.0,942771.0,943491.0
1012,Rural population,Solomon Islands,SLB,422035.0,430467.0,439459.0,448876.0,458532.0,468272.0,478064.0,487924.0,497809.0,507657.0
1013,Rural population,South Africa,ZAF,19350794.0,19373480.0,19404379.0,19438497.0,19465728.0,19480494.0,19481009.0,19468830.0,19444293.0,19408552.0
1014,Rural population,Spain,ESP,10041047.0,9968815.0,9868179.0,9728205.0,9590865.0,9473817.0,9371187.0,9281373.0,9209330.0,9160400.0
1015,Rural population,Sri Lanka,LKA,16568834.0,16683726.0,16708467.0,16838942.0,16992664.0,17141717.0,17320519.0,17501735.0,17666251.0,17750912.0
1016,Rural population,St. Lucia,LCA,141972.0,143151.0,144061.0,144736.0,145352.0,145965.0,146618.0,147276.0,147917.0,148514.0
1017,Rural population,St. Vincent and the Grenadines,VCT,55255.0,54855.0,54484.0,54145.0,53827.0,53515.0,53231.0,52954.0,52683.0,52406.0
1018,Rural population,Sudan,SDN,23114414.0,23611109.0,24124603.0,24650654.0,25183364.0,25717183.0,26251090.0,26785833.0,27320645.0,27856005.0
1019,Rural population,Suriname,SUR,178083.0,180483.0,182898.0,185314.0,187622.0,189793.0,191834.0,193736.0,195490.0,197111.0
1020,Rural population,Sweden,SWE,1401467.0,1389318.0,1368886.0,1350197.0,1333506.0,1317697.0,1304687.0,1292817.0,1278923.0,1263481.0
1021,Rural population,Switzerland,CHE,2065228.0,2086420.0,2106933.0,2129601.0,2153942.0,2176779.0,2198922.0,2217678.0,2231010.0,2242521.0
1022,Rural population,Tajikistan,TJK,5531131.0,5656051.0,5784462.0,5916767.0,6053037.0,6193245.0,6337318.0,6484196.0,6631423.0,6775545.0
1023,Rural population,Tanzania,TZA,31878948.0,32520460.0,33175682.0,33843165.0,34520751.0,35205372.0,35896823.0,36593461.0,37293015.0,37993577.0
1024,Rural population,Thailand,THA,37725979.0,37339014.0,37007913.0,36666521.0,36311547.0,35941816.0,35556091.0,35158587.0,34749636.0,34330981.0
1025,Rural population,Timor-Leste,TLS,790263.0,800591.0,810912.0,821383.0,832215.0,843507.0,855331.0,867646.0,880254.0,892938.0
1026,Rural population,Togo,TGO,4011427.0,4087371.0,4162775.0,4238137.0,4312849.0,4386574.0,4458809.0,4529629.0,4599185.0,4667724.0
1027,Rural population,Tonga,TON,79661.0,79281.0,78660.0,77973.0,77456.0,77323.0,77656.0,78369.0,79328.0,80351.0
1028,Rural population,Trinidad and Tobago,TTO,610614.0,616834.0,623039.0,629068.0,634672.0,639685.0,644011.0,647671.0,650668.0,653027.0
1029,Rural population,Tunisia,TUN,3546110.0,3551478.0,3555861.0,3560256.0,3565446.0,3571324.0,3578150.0,3585297.0,3591574.0,3595659.0
1030,Rural population,Turkey,TUR,21101400.0,21003302.0,20921702.0,20855963.0,20792434.0,20723127.0,20648276.0,20567887.0,20467276.0,20331795.0
1031,Rural population,Turkmenistan,TKM,2620372.0,2647833.0,2677413.0,2707820.0,2737480.0,2765000.0,2789963.0,2812448.0,2832246.0,2849353.0
1032,Rural population,Uganda,UGA,26142613.0,26815564.0,27500431.0,28213662.0,28974075.0,29792913.0,30678944.0,31617586.0,32570632.0,33485073.0
1033,Rural population,Ukraine,UKR,14405248.0,14311033.0,14233330.0,14158653.0,14048855.0,13970207.0,13882141.0,13787367.0,13675909.0,13549776.0
1034,Rural population,United Arab Emirates,ARE,1360561.0,1393640.0,1394185.0,1373616.0,1347574.0,1327002.0,1313813.0,1304681.0,1298062.0,1290784.0
1035,Rural population,United Kingdom,GBR,11736055.0,11658599.0,11569870.0,11477678.0,11392615.0,11313292.0,11228768.0,11135542.0,11033746.0,10926403.0
1036,Rural population,United States,USA,59477423.0,59375348.0,59263241.0,59106371.0,58955597.0,58788250.0,58598755.0,58333412.0,57994170.0,57592357.0
1037,Rural population,Uruguay,URY,187649.0,181518.0,177768.0,174793.0,171892.0,169065.0,166276.0,163584.0,160944.0,158340.0
1038,Rural population,Uzbekistan,UZB,14008143.0,14332297.0,14574618.0,14834290.0,15117410.0,15414708.0,15716939.0,16016163.0,16320520.0,16644772.0
1039,Rural population,Vanuatu,VUT,178433.0,183059.0,187975.0,193091.0,198283.0,203452.0,208572.0,213659.0,218704.0,223730.0
1041,Rural population,Vietnam,VNM,61210533.0,61250158.0,61288018.0,61322435.0,61342809.0,61343887.0,61325121.0,61288919.0,61226806.0,61129967.0
1042,Rural population,Zambia,ZMB,8251350.0,8434814.0,8627882.0,8826816.0,9027051.0,9224802.0,9419129.0,9610601.0,9800075.0,9989319.0
1043,Rural population,Zimbabwe,ZWE,8482590.0,8637262.0,8808921.0,8990946.0,9170486.0,9340770.0,9499100.0,9647147.0,9788215.0,9928166.0
1044,Urban population,Afghanistan,AFG,6927765.0,7212518.0,7528589.0,7865068.0,8204880.0,8535606.0,8852834.0,9164768.0,9476982.0,9797274.0
1045,Urban population,Algeria,DZA,24299170.0,25016299.0,25763114.0,26536380.0,27332603.0,28146508.0,28977623.0,29821728.0,30670076.0,31510100.0
1046,Urban population,Angola,AGO,13963065.0,14660281.0,15383123.0,16130308.0,16900844.0,17691524.0,18502164.0,19332895.0,20184724.0,21061028.0
1047,Urban population,Antigua and Barbuda,ATG,23097.0,22940.0,23077.0,23198.0,23302.0,23393.0,23484.0,23582.0,23684.0,23799.0
1048,Urban population,Argentina,ARG,37055902.0,37543830.0,38027774.0,38509756.0,38990109.0,39467043.0,39940546.0,40410674.0,40877099.0,41339571.0
1049,Urban population,Armenia,ARM,1825368.0,1821998.0,1823993.0,1830236.0,1838076.0,1845589.0,1852180.0,1858250.0,1863995.0,1869846.0
1050,Urban population,Australia,AUS,18767085.0,19056040.0,19414834.0,19775013.0,20095657.0,20410546.0,20755798.0,21133982.0,21488110.0,21845994.0
1051,Urban population,Austria,AUT,4800510.0,4792887.0,4817487.0,4861991.0,4916377.0,4988134.0,5058968.0,5110858.0,5153759.0,5196085.0
1052,Urban population,Azerbaijan,AZE,4835557.0,4920166.0,5008847.0,5098727.0,5189181.0,5279540.0,5368846.0,5453517.0,5534464.0,5616706.0
1053,Urban population,"Bahamas, The",BHS,292563.0,296570.0,300071.0,303261.0,306388.0,309636.0,313041.0,316565.0,320173.0,323788.0
1054,Urban population,Bahrain,BHR,1099827.0,1133658.0,1153855.0,1168206.0,1187969.0,1220935.0,1270239.0,1332508.0,1401306.0,1467102.0
1055,Urban population,Bangladesh,BGD,44954428.0,46610536.0,48311264.0,50047694.0,51817405.0,53608407.0,55423124.0,57259998.0,59115518.0,60987421.0
1056,Urban population,Barbados,BRB,89915.0,89707.0,89515.0,89351.0,89230.0,89162.0,89149.0,89186.0,89280.0,89430.0
1057,Urban population,Belarus,BLR,7081770.0,7114020.0,7150971.0,7195632.0,7246350.0,7302153.0,7354014.0,7390686.0,7418413.0,7445754.0
1058,Urban population,Belgium,BEL,10639649.0,10784163.0,10856360.0,10912673.0,10966157.0,11034732.0,11095615.0,11143219.0,11198627.0,11263911.0
1059,Urban population,Belize,BLZ,145844.0,149359.0,152932.0,156543.0,160198.0,163882.0,167603.0,171357.0,175155.0,179038.0
1060,Urban population,Benin,BEN,3964235.0,4125678.0,4293033.0,4466251.0,4646154.0,4832686.0,5026050.0,5226414.0,5433800.0,5648149.0
1061,Urban population,Bhutan,BTN,238507.0,246710.0,255172.0,263845.0,272651.0,281531.0,290468.0,299470.0,308510.0,317539.0
1062,Urban population,Bolivia,BOL,6675283.0,6829809.0,6985733.0,7137082.0,7285464.0,7434136.0,7583054.0,7732023.0,7881917.0,8033037.0
1063,Urban population,Bosnia and Herzegovina,BIH,1688142.0,1679673.0,1665461.0,1647981.0,1631018.0,1617733.0,1609084.0,1604580.0,1603630.0,1605143.0
1064,Urban population,Botswana,BWA,1240193.0,1287139.0,1320976.0,1352456.0,1386175.0,1424167.0,1467302.0,1514887.0,1565359.0,1616554.0
1065,Urban population,Brazil,BRA,165055096.0,167158531.0,169240747.0,171300683.0,173346780.0,175375428.0,177386817.0,179379296.0,181335496.0,183241634.0
1066,Urban population,Brunei Darussalam,BRN,291324.0,296486.0,301865.0,307343.0,312792.0,318086.0,323197.0,328175.0,332997.0,337720.0
1067,Urban population,Bulgaria,BGR,5347166.0,5337678.0,5331472.0,5326274.0,5320503.0,5310996.0,5298039.0,5283539.0,5269340.0,5256027.0
1068,Urban population,Burkina Faso,BFA,3844032.0,4051999.0,4269915.0,4497998.0,4736621.0,4985853.0,5245964.0,5516712.0,5798635.0,6092351.0
1069,Urban population,Burundi,BDI,923258.0,977810.0,1034996.0,1095417.0,1159265.0,1227129.0,1299254.0,1375680.0,1456375.0,1541177.0
1070,Urban population,Cabo Verde,CPV,304557.0,310898.0,317397.0,324018.0,330712.0,337408.0,344094.0,350777.0,357427.0,364030.0
1071,Urban population,Cambodia,KHM,2904519.0,3004694.0,3109364.0,3217889.0,3329690.0,3443896.0,3560344.0,3678963.0,3800502.0,3924621.0
1072,Urban population,Cameroon,CMR,10487738.0,10905610.0,11337561.0,11783317.0,12242757.0,12715788.0,13202430.0,13702217.0,14215415.0,14741260.0
1073,Urban population,Canada,CAN,27522537.0,27847821.0,28166078.0,28479640.0,28781576.0,29011826.0,29357013.0,29729597.0,30175132.0,30631841.0
1074,Urban population,Central African Republic,CAF,1706627.0,1729234.0,1747414.0,1764188.0,1783838.0,1809714.0,1843116.0,1883450.0,1930199.0,1982061.0
1075,Urban population,Chad,TCD,2627677.0,2726092.0,2830799.0,2941282.0,3056812.0,3177085.0,3302147.0,3432531.0,3569009.0,3712275.0
1076,Urban population,Chile,CHL,14857028.0,15015966.0,15171199.0,15330440.0,15504113.0,15698029.0,15918735.0,16159784.0,16400007.0,16610132.0
1077,Urban population,China,CHN,658498663.0,679390629.0,700996454.0,722694421.0,744357517.0,765822300.0,787376534.0,809246214.0,829760595.0,848982855.0
1078,Urban population,Colombia,COL,35257425.0,35769913.0,36262053.0,36759801.0,37299404.0,37904385.0,38592067.0,39346013.0,40115208.0,40827302.0
1079,Urban population,Comoros,COM,192929.0,198124.0,203573.0,209277.0,215196.0,221336.0,227692.0,234270.0,241082.0,248154.0
1080,Urban population,"Congo, Dem. Rep.",COD,25833935.0,27065208.0,28355104.0,29704529.0,31115108.0,32586913.0,34121209.0,35717778.0,37376674.0,39095679.0
1081,Urban population,"Congo, Rep.",COG,2703396.0,2800042.0,2894148.0,2987549.0,3083054.0,3182829.0,3287507.0,3396521.0,3509318.0,3625007.0
1082,Urban population,Costa Rica,CRI,3283623.0,3376037.0,3466591.0,3555161.0,3641667.0,3726120.0,3808499.0,3888685.0,3966558.0,4041885.0
1083,Urban population,Cote d'Ivoire,CIV,9718242.0,10041392.0,10379711.0,10732982.0,11100530.0,11483937.0,11883014.0,12298404.0,12729902.0,13176905.0
1084,Urban population,Croatia,HRV,2369143.0,2368126.0,2368751.0,2370674.0,2370234.0,2360534.0,2354458.0,2337248.0,2327904.0,2327032.0
1085,Urban population,Cuba,CUB,8598651.0,8617291.0,8643323.0,8668177.0,8690603.0,8708301.0,8720099.0,8728618.0,8734568.0,8739136.0
1086,Urban population,Cyprus,CYP,751584.0,758208.0,763443.0,767957.0,772396.0,777234.0,782634.0,788454.0,794546.0,800707.0
1087,Urban population,Czech Republic,CZE,7673029.0,7681562.0,7693579.0,7705910.0,7723921.0,7748928.0,7773650.0,7805452.0,7844036.0,7888753.0
1088,Urban population,Denmark,DNK,4815111.0,4844002.0,4872608.0,4901386.0,4932961.0,4974525.0,5020143.0,5059173.0,5091100.0,5116342.0
1089,Urban population,Djibouti,DJI,646941.0,657873.0,669663.0,682099.0,694826.0,707590.0,720326.0,733075.0,745822.0,758547.0
1090,Urban population,Dominican Republic,DOM,7150440.0,7342937.0,7527833.0,7711913.0,7895297.0,8077901.0,8259547.0,8439610.0,8615853.0,8787474.0
1091,Urban population,Ecuador,ECU,9410467.0,9580934.0,9746825.0,9915342.0,10091288.0,10278098.0,10477466.0,10687236.0,10903409.0,11116708.0
1092,Urban population,"Egypt, Arab Rep.",EGY,35603060.0,36347578.0,37114895.0,37919407.0,38737024.0,39551545.0,40359122.0,41185808.0,42030815.0,42895825.0
1093,Urban population,El Salvador,SLV,4047471.0,4119159.0,4191073.0,4263187.0,4335704.0,4408609.0,4481140.0,4553135.0,4624410.0,4694699.0
1094,Urban population,Equatorial Guinea,GNQ,622236.0,666013.0,711522.0,748580.0,786523.0,825201.0,864455.0,904178.0,944327.0,984809.0
1095,Urban population,Estonia,EST,906655.0,902194.0,899089.0,897846.0,897427.0,899949.0,902145.0,905267.0,910578.0,916236.0
1096,Urban population,Eswatini,SWZ,239376.0,243351.0,246606.0,249963.0,253487.0,257241.0,261332.0,265736.0,270422.0,275334.0
1097,Urban population,Ethiopia,ETH,15178365.0,15986316.0,16839220.0,17717911.0,18635948.0,19590312.0,20581864.0,21609825.0,22678264.0,23788710.0
1098,Urban population,Fiji,FJI,448575.0,454892.0,460180.0,464880.0,469753.0,475368.0,481873.0,489114.0,496945.0,505049.0
1099,Urban population,Finland,FIN,4492880.0,4543014.0,4593267.0,4629925.0,4651843.0,4669930.0,4686120.0,4699884.0,4709266.0,4717991.0
1100,Urban population,France,FRA,50961405.0,51373808.0,51791148.0,52228059.0,52647802.0,53009026.0,53323902.0,53654868.0,53979477.0,54275936.0
1101,Urban population,Gabon,GAB,1389181.0,1450331.0,1515815.0,1583686.0,1651170.0,1716265.0,1778160.0,1837187.0,1893996.0,1949693.0
1102,Urban population,"Gambia, The",GMB,998130.0,1042056.0,1087862.0,1135416.0,1184628.0,1235413.0,1287718.0,1341601.0,1397012.0,1453952.0
1103,Urban population,Georgia,GEO,2102941.0,2100564.0,2099468.0,2107360.0,2122558.0,2140097.0,2155877.0,2170854.0,2184950.0,2196346.0
1104,Urban population,Germany,DEU,62940432.0,61940177.0,62064608.0,62242278.0,62510392.0,63062064.0,63592936.0,63861626.0,64096118.0,64294010.0
1105,Urban population,Ghana,GHA,12566486.0,13047761.0,13537133.0,14034998.0,14543045.0,15062520.0,15593581.0,16135330.0,16687441.0,17249055.0
1106,Urban population,Greece,GRC,8484693.0,8511794.0,8505100.0,8482139.0,8463623.0,8445266.0,8446960.0,8466513.0,8485202.0,8511650.0
1107,Urban population,Grenada,GRD,38098.0,38292.0,38542.0,38829.0,39136.0,39454.0,39774.0,40096.0,40425.0,40764.0
1108,Urban population,Guatemala,GTM,6902116.0,7072123.0,7243152.0,7418337.0,7597137.0,7779195.0,7964335.0,8153103.0,8345772.0,8540945.0
1109,Urban population,Guinea,GIN,3432518.0,3539413.0,3648854.0,3762925.0,3884552.0,4017353.0,4162449.0,4319326.0,4486525.0,4661505.0
1110,Urban population,Guinea-Bissau,GNB,610731.0,633138.0,656566.0,680896.0,705998.0,731764.0,758123.0,785097.0,812698.0,840920.0
1111,Urban population,Guyana,GUY,199603.0,198536.0,199422.0,200450.0,201637.0,202917.0,204272.0,205727.0,207263.0,208915.0
1112,Urban population,Haiti,HTI,4726821.0,4897847.0,5071849.0,5248179.0,5426831.0,5607351.0,5788114.0,5968477.0,6148673.0,6328949.0
1113,Urban population,Honduras,HND,4315518.0,4455998.0,4597021.0,4738709.0,4882044.0,5027133.0,5174308.0,5323340.0,5474092.0,5626432.0
1114,Urban population,Hungary,HUN,6891116.0,6916190.0,6912310.0,6920508.0,6928924.0,6939335.0,6946267.0,6955524.0,6974963.0,7000436.0
1115,Urban population,Iceland,ISL,297604.0,298556.0,300190.0,303150.0,306653.0,309974.0,314424.0,322016.0,330898.0,338406.0
1116,Urban population,India,IND,381763164.0,391040056.0,400416922.0,409907903.0,419567353.0,429428650.0,439501314.0,449795398.0,460304169.0,471031529.0
1117,Urban population,Indonesia,IDN,120709136.0,124016434.0,127396101.0,130825451.0,134286663.0,137751866.0,141211677.0,144655573.0,148088731.0,151509724.0
1118,Urban population,Iran,IRN,52095517.0,53140091.0,54203642.0,55292635.0,56418320.0,57580314.0,58781877.0,60016532.0,61266717.0,62509613.0
1119,Urban population,Iraq,IRQ,20552598.0,21282804.0,22141873.0,23075657.0,24005087.0,24872486.0,25661856.0,26391349.0,27085314.0,27783373.0
1120,Urban population,Ireland,IRL,2806411.0,2827835.0,2849043.0,2873286.0,2903635.0,2940510.0,2983355.0,3026107.0,3074684.0,3128618.0
1121,Urban population,Israel,ISR,7000447.0,7136149.0,7274496.0,7417238.0,7566988.0,7724692.0,7884198.0,8045513.0,8209306.0,8375041.0
